ticker,ticker_original,sector_json,industria,nombre,moneda,pais,rend_esperado_annual,volatilidad_annual,sharpe,var_95,skewness,kurtosis,ultimo_precio,fund_sector,fund_industry,fund_trailingPE,fund_forwardPE,fund_priceToBook,fund_returnOnEquity,fund_revenueGrowth,fund_earningsGrowth,fund_debtToEquity,fund_freeCashflow,fund_marketCap,fund_recommendationMean,fund_numberOfAnalystOpinions,fund_targetMeanPrice,fund_currentPrice,news_score,news_count,news_bullish,news_bearish
CVX,CVXD,Energía,Petroleo y Gas Integrados,Chevron Corporation,USD,EE.UU.,0.32761655706829795,0.23520731390373514,1.2228214858404136,-0.023314371822427515,-0.24102542638915175,0.9348268631292349,200.7550048828125,Energy,Oil & Gas Integrated,19.229408,15.309021,2.0739152,0.12231,0.535,3.219,18.959,21934000128.0,393801695232.0,1.72,24.0,216.95833,200.755,-2,10,1,3
ARM,ARMD,Tecnología,Semiconductores,Arm Holdings plc,USD,EE.UU.,0.9656873585949578,0.7586069764049204,1.220246303272665,-0.06830505127869424,0.8580407057893985,2.0770621211872835,278.2300109863281,Technology,Semiconductors,284.17346,91.06248,34.462315,0.13352999,0.224,1.083,5.62,1334499968.0,297426911232.0,1.87805,38.0,287.79474,278.49,5,10,5,0
VIST,VISTD,Energía,Exploracion y produccion de petróleo y gas,"Vista Energy, S.A.B. de C.V.",USD,EE.UU.,0.6225936506855401,0.5007788002491688,1.1633752275369151,-0.04565106443424244,0.8311580559422855,4.791707842095256,68.1050033569336,Energy,Oil & Gas E&P,8.9611845,6.4970956,2.2755523,0.29795,1.023,0.298,106.502,123169128.0,7540409344.0,,12.0,99.09997,68.105,3,10,3,0
AM,AM,Energía,Oil & Gas Midstream,Antero Midstream Corporation,USD,EE.UU.,0.2722470722754169,0.20067190418804373,1.1573472291257325,-0.019454347312679143,-0.09499984734586618,-0.17072458656601297,22.360000610351562,Energy,Oil & Gas Midstream,26.93976,13.872002,5.4563203,0.19822,0.083,-0.08,185.545,432616640.0,10613710848.0,3.14286,7.0,24.28571,22.36,5,10,5,0
SHEL,SHELD,Energía,Petroleo y Gas Integrados,Shell plc,USD,EE.UU.,0.2927787106909446,0.2238007532319683,1.1294810541988696,-0.022739082918530218,-0.224811162218336,0.9873197338604878,90.52999877929688,Energy,Oil & Gas Integrated,10.009955,10.260219,1.394213,0.14341,0.447,2.2,40.2,21458374656.0,249931874304.0,2.25,15.0,98.03333,90.49,2,10,3,1
PCAR,PCARD,Acciones Industriales,Maquinaria agricola y de construcción pesada,PACCAR Inc,USD,EE.UU.,0.3341469732169087,0.2774251074678538,1.0602752429355824,-0.022633150933896617,0.43881587004018224,0.8407730373347362,130.63499450683594,Industrials,Farm & Heavy Construction Machinery,27.615221,18.311275,3.3833244,0.12755999,0.005,0.042,72.91,1943650048.0,68753784832.0,2.42105,16.0,141.02937,130.62,4,10,4,0
SNOW,SNOWD,Tecnología,Software - Aplicacion,Snowflake Inc.,USD,EE.UU.,0.7299688516262085,0.6584487450424945,1.0478702508297433,-0.04862335227147252,2.9473401862614277,24.830182630928228,329.6199951171875,Technology,Software - Application,,121.920456,58.800037,-0.54869,0.335,,142.912,1739497728.0,114047000576.0,1.5098,48.0,303.95416,329.045,3,10,3,0
NXE,NXED,Energía,Uranio,NexGen Energy Ltd.,USD,EE.UU.,0.6019696868771809,0.5673886942230147,0.9904492151482597,-0.06096813248084232,0.17772655143957344,0.605701000680297,10.529999732971191,Energy,Uranium,,-64.37759,5.7702417,-0.17667,,,33.569,-298314368.0,7060429312.0,1.5,1.0,19.384142,10.53,2,10,2,0
GE,GED,Acciones Industriales,Aeroespacial y Defensa,GE Aerospace,USD,EE.UU.,0.3577029184790161,0.3208993746989139,0.9900390699642314,-0.03412119241978956,-0.17017743356382722,1.2285578532411399,364.010009765625,Industrials,Aerospace & Defense,42.97907,40.160667,21.43771,0.48231998,0.211,0.194,113.225,6594625024.0,378152615936.0,1.45455,21.0,404.90475,364.4625,5,10,5,0
ACDC,ACDC,Energía,Oil & Gas Equipment & Services,ProFrac Holding Corp.,USD,EE.UU.,0.7773613551206505,0.8323618193505865,0.8858663840395082,-0.07235102190675027,0.6022075083165457,3.0968804880171854,5.400000095367432,Energy,Oil & Gas Equipment & Services,,-10.169811,1.8093319,-0.44762,-0.008,,169.781,67137504.0,981641664.0,3.6,5.0,4.89,5.39,-1,10,1,2
DE,DED,Acciones Industriales,Maquinaria agricola y de construcción pesada,Deere & Company,USD,EE.UU.,0.3051433982313837,0.30517846566865636,0.8688142449712025,-0.024415777891362067,0.9856061130996056,5.707969063995616,612.2183227539062,Industrials,Farm & Heavy Construction Machinery,34.706917,27.047815,6.030218,0.18349001,-0.111,-0.085,376.022,1098749952.0,165263785984.0,2.125,23.0,647.61523,612.23,0,10,2,2
GPRK,GPRKD,Energía,Exploracion y produccion de petróleo y gas,GeoPark Limited,USD,EE.UU.,0.5250836045399502,0.5619565950175419,0.8632047543188063,-0.04617742142830156,1.637486979886209,9.621420215967326,9.569999694824219,Energy,Oil & Gas E&P,6.645833,5.3764043,1.4140071,0.28566998,0.196,,181.1,92260000.0,621052352.0,2.0,4.0,10.85,9.57,3,10,3,0
AVGO,AVGOD,Tecnología,Semiconductores,Broadcom Inc.,USD,EE.UU.,0.3764265778907969,0.4781536992125196,0.7035950541528053,-0.0423964774513822,0.02707274083741664,2.6882306793242345,401.25,Technology,Semiconductors,66.61728,20.533663,21.759956,0.37280998,0.479,0.854,74.018,27212249088.0,1907960971264.0,1.3125,45.0,527.88446,401.036,3,10,4,1
NVDA,NVDAD,Tecnología,Semiconductores,NVIDIA Corporation,USD,EE.UU.,0.285658770390617,0.3682032019031376,0.6671826022176794,-0.037735806125800575,0.05060652836315673,0.21619058936238744,225.88999938964844,Technology,Semiconductors,34.608727,17.633142,28.004337,1.14288,0.852,2.145,6.555,46335873024.0,5473824669696.0,1.29508,58.0,302.82758,225.99,2,10,3,1
UAL,UALD,Acciones Industriales,Aerolíneas,"United Airlines Holdings, Inc.",USD,EE.UU.,0.357018388372486,0.4765114899579916,0.6652901242747238,-0.04468829110092032,0.45347622829534917,0.7158179880926352,126.5199966430664,Industrials,Airlines,11.844569,8.180343,2.459128,0.23252001,0.16,-0.172,201.641,910124992.0,41058070528.0,1.36,23.0,162.15218,126.5,1,10,2,1
MMM,MMMD,Acciones Industriales,Conglomerados,3M Company,USD,EE.UU.,0.21035687313999915,0.26547400315458364,0.6417083070872349,-0.02270903757095144,0.6192328049608196,3.535640980485001,183.13499450683594,Industrials,Conglomerates,32.52931,18.729649,31.995108,0.81891996,0.025,0.328,437.937,6350125056.0,94449401856.0,2.22222,17.0,183.25824,183.14,7,10,8,1
BKV,BKV,Energía,Oil & Gas E&P,BKV Corporation,USD,EE.UU.,0.2915807727176628,0.4191390853474728,0.600232193829164,-0.04473991602069077,0.17393640454028308,2.299910350477924,26.239999771118164,Energy,Oil & Gas E&P,9.405018,13.887933,1.2947794,0.14052,0.188,-0.472,53.294,-697882496.0,2871648768.0,1.09091,11.0,34.09091,26.24,4,10,5,1
AAL,AALD,Acciones Industriales,Aerolíneas,American Airlines Group Inc.,USD,EE.UU.,0.27782297240206316,0.48146509772861895,0.49395682786566947,-0.046807524572368475,0.28701370307085206,0.26066470289615484,15.079500198364258,Industrials,Airlines,,6.082562,-2.5140312,,0.163,-0.882,,519249984.0,9986941952.0,2.24,23.0,19.03478,15.0867,7,10,7,0
BLBD,BLBD,Acciones Industriales,Farm & Heavy Construction Machinery,Blue Bird Corporation,USD,EE.UU.,0.25106053670436035,0.4275281848329075,0.4936763099884279,-0.03503272252233171,-0.5077550217853298,5.08879613628863,66.0,Industrials,Farm & Heavy Construction Machinery,7.820119,13.787262,3.1961308,0.64286005,0.299,3.705,17.675,-10407500.0,2091206656.0,1.25,8.0,89.125,66.08,5,10,5,0
AR,AR,Energía,Oil & Gas E&P,Antero Resources Corporation,USD,EE.UU.,0.21535001286732014,0.3787510120442084,0.46296909391981506,-0.04050159001870257,-0.06722053127572583,0.43308331621497453,37.31999969482422,Energy,Oil & Gas E&P,10.687679,8.531408,1.3836337,0.14216,0.126,0.799,55.493,391220736.0,11467474944.0,1.8,20.0,49.1,37.3,7,10,8,1
HON,HOND,Acciones Industriales,Conglomerados,Honeywell International Inc.,USD,EE.UU.,0.13729384889684385,0.2667835505827163,0.3646920834674095,-0.025410000737706495,0.20650487462402922,2.912982435229311,233.625,Industrials,Conglomerates,8.986933,23.342148,3.9981534,0.46577,0.043,2.639,185.369,2610374912.0,74113245184.0,1.91667,19.0,263.10526,233.84,8,10,8,0
AESI,AESI,Energía,Oil & Gas Equipment & Services,Atlas Energy Solutions Inc.,USD,EE.UU.,0.2571968187083339,0.6149775621462236,0.353178444348984,-0.06057981147287639,-0.27587089596097636,3.151154005989342,12.100000381469727,Energy,Oil & Gas Equipment & Services,,65.03455,1.3634322,-0.09925,0.016,,94.273,-118395504.0,1516353792.0,2.41667,12.0,18.83333,12.14,-2,10,1,3
SHOP,SHOPD,Tecnología,Software - Aplicacion,Shopify Inc.,USD,EE.UU.,0.24146654340507395,0.5740147534616058,0.35097798826620136,-0.05915319453285617,0.059480680389651645,2.890782115923757,155.79969787597656,Technology,Software - Application,105.82313,63.83153,16.187305,0.15543,0.337,0.681,1.403,1587750016.0,201863151616.0,1.69231,46.0,167.8913,155.56,4,10,4,0
AAON,AAON,Acciones Industriales,Building Products & Equipment,"AAON, Inc.",USD,EE.UU.,0.24585741351904047,0.6133407556129356,0.33563302558187097,-0.058806498469367086,2.0236730837939807,16.681434388525503,88.4000015258789,Industrials,Building Products & Equipment,45.7641,25.294783,7.2819257,0.17284,1.012,2.579,44.742,-213758000.0,7358162432.0,1.6,3.0,143.0,89.24,4,10,5,1
IBM,IBMD,Tecnología,Servicios de tecnologia de la información,International Business Machines Corporation,USD,EE.UU.,0.13750007146567564,0.482074291021678,0.20225113282651955,-0.03323915862869997,-2.1362730704465633,21.778216626558063,234.6616973876953,Technology,Information Technology Services,20.733864,17.798985,6.41271,0.34460998,0.011,-0.018,188.97,12049750016.0,220930523136.0,2.12,23.0,244.15652,234.5,1,10,2,1
APOG,APOG,Acciones Industriales,Building Products & Equipment,"Apogee Enterprises, Inc.",USD,EE.UU.,0.08733556616115574,0.41808878116308124,0.11321893409689905,-0.036833052714955905,0.3687625570903215,6.865457157421126,42.44499969482422,Industrials,Building Products & Equipment,13.305642,10.883333,1.7460611,0.13756,-0.011,,56.254,102537000.0,885754752.0,,2.0,44.0,42.445,3,10,4,1
ASTE,ASTE,Acciones Industriales,Farm & Heavy Construction Machinery,"Astec Industries, Inc.",USD,EE.UU.,0.042614939050722375,0.42785823597500616,0.00611169502151439,-0.03903291363643771,-0.9722366756048658,5.189408957650955,43.05500030517578,Industrials,Farm & Heavy Construction Machinery,51.255955,11.046824,1.4366992,0.02859,0.236,-0.375,57.089,-1112500.0,989947712.0,1.0,4.0,67.25,43.055,1,10,3,2
DOCU,DOCUD,Tecnología,Software - Aplicacion,"DocuSign, Inc.",USD,EE.UU.,0.0032404473781563374,0.486527700027758,-0.07555490184782163,-0.051106887933194456,-0.2616116541626775,1.680570765734298,61.5,Technology,Software - Application,39.938313,12.067448,6.5250373,0.16440001,0.087,0.176,10.075,1250368768.0,11744048128.0,2.72727,18.0,59.32722,61.505,0,10,3,3
AGCO,AGCO,Acciones Industriales,Farm & Heavy Construction Machinery,AGCO Corporation,USD,EE.UU.,-0.03388462406762794,0.338959507676231,-0.21797477986132024,-0.03178112319357107,0.00907755742009034,1.4129095398615799,100.69999694824219,Industrials,Farm & Heavy Construction Machinery,13.928077,13.364193,1.7275097,0.118269995,-0.01,-0.744,66.053,450262496.0,7052194816.0,2.5625,15.0,123.13333,100.7,-2,10,0,2
CRM,CRMD,Tecnología,Software - Aplicacion,"Salesforce, Inc.",USD,EE.UU.,-0.07951700775767392,0.41416505659726244,-0.2885733739577486,-0.04144255672716429,0.06217674571476238,0.9626992410229525,196.3350067138672,Technology,Software - Application,21.834078,12.632115,4.690558,0.16908,0.133,0.522,124.282,16552999936.0,,1.67308,53.0,241.7198,196.07,4,10,5,1
ADP,ADPD,Tecnología,Software - Aplicacion,"Automatic Data Processing, Inc.",USD,EE.UU.,-0.04030189992899122,0.26913671361952785,-0.2983684345737836,-0.023967339869189808,0.45448608405094515,3.024274492825939,272.05999755859375,Technology,Software - Application,24.868374,20.305347,17.944727,0.72239,0.068,0.098,91.436,5243049984.0,108079300608.0,2.72222,15.0,286.66666,272.06,5,10,5,0
UBER,UBERD,Tecnología,Software - Aplicacion,"Uber Technologies, Inc.",USD,EE.UU.,-0.1177747271337931,0.3551533773918837,-0.4442439159453668,-0.036502261213158915,0.3273758650924366,1.2650681639115597,76.36499786376953,Technology,Software - Application,16.735746,17.34294,6.2790027,0.3716,0.122,0.855,51.872,7244749824.0,155877982208.0,1.52,47.0,101.50128,76.315,3,10,3,0
ACN,ACND,Tecnología,Servicios de tecnologia de la información,Accenture plc,USD,EE.UU.,-0.22138293235289347,0.43357550798456695,-0.6028544683437177,-0.04101570715396324,-1.0453738101671264,7.484031616036237,175.80999755859375,Technology,Information Technology Services,14.051159,11.987105,3.3725371,0.24406,0.056,0.09,25.035,12089380864.0,107567177728.0,2.07407,25.0,178.8908,175.78,5,10,5,0
SAP,SAPD,Tecnología,Software - Aplicacion,SAP SE,USD,EE.UU.,-0.19978812448101718,0.38271462666281225,-0.6265454931051816,-0.03788129730841816,-0.5556819847609223,6.843941381367216,208.7100067138672,Technology,Software - Application,27.05974,21.704597,65.57996,0.18320999,0.094,0.306,21.966,9090624512.0,240490004480.0,1.5625,12.0,242.91667,208.36,1,10,3,2
ADBE,ADBED,Tecnología,Software - Aplicacion,Adobe Inc.,USD,EE.UU.,-0.20899939614076765,0.38854151939858794,-0.6408565975810939,-0.04089015078823227,-0.09127854220759916,0.9995728202468022,262.5400085449219,Technology,Software - Application,14.33078,9.533418,9.079918,0.62953997,0.127,0.079,61.443,9218374656.0,104188723200.0,2.725,34.0,269.60825,262.22,1,10,2,1
EFX,EFXD,Acciones Industriales,Servicios de consultoria,Equifax Inc.,USD,EE.UU.,-0.2287834344166858,0.38422783357649853,-0.6995418106876212,-0.04297629173453038,-0.7047486796060173,2.886717902827417,181.43499755859375,Industrials,Consulting Services,31.830702,17.864687,4.8711305,0.14275,0.106,0.007,120.956,947537472.0,21315872768.0,1.83333,21.0,210.5238,181.435,0,10,3,3
ALG,ALG,Acciones Industriales,Farm & Heavy Construction Machinery,Alamo Group,USD,EE.UU.,-0.25537422681947614,0.3201826097402603,-0.9225180188864431,-0.02731550280255446,-1.4299751634230622,12.904780863593794,165.39999389648438,Industrials,Farm & Heavy Construction Machinery,19.832132,13.5841,1.6655757,0.08771,0.076,-0.008,23.471,91344752.0,2013077504.0,1.75,5.0,204.8,165.4,4,10,4,0
GLOB,GLOBD,Tecnología,Servicios de tecnologia de la información,Globant S.A.,USD,EE.UU.,-0.5412104375915223,0.6001579514708143,-0.9684291213123861,-0.055233782264083466,-0.1488453637165883,1.820250492570226,38.22999954223633,Technology,Information Technology Services,14.744231,5.9725885,0.77812284,0.0548,0.0,,23.821,,1655288192.0,2.21739,22.0,54.54545,38.335,2,10,3,1
MSTR,MSTRD,Tecnología,Software - Aplicacion,Strategy Inc,USD,EE.UU.,-1.1172792844123403,0.745726831036589,-1.5518809787273948,-0.07078929606001155,0.7167749806367968,3.7291808821150156,92.95999908447266,Technology,Software - Application,,1.8783592,1.1184369,-0.63562,0.069,,14.938,-22587523072.0,36609765376.0,1.26667,14.0,229.07143,92.96,-2,10,1,3
